Record #,Wrinkles,Scars,Shell Segments,Color,Fangs for some reason,Nostril Size,Miscellaneous Abnormalities,Weight
16769,5,5,8,grayish-green,no,normal,0,17.4lb
16770,3,3,12,green,no,normal,0,18.1lb
16771,4,2,10,green,no,normal,3,21.4lb
16772,2,4,11,green,no,unusually large,0,18.7lb
16773,0,1,9,gray,yes,normal,0,4.7lb
16774,4,3,10,grayish-green,no,normal,1,21.1lb
16775,1,1,10,green,no,unusually large,4,20.0lb
16776,4,2,13,grayish-green,no,unusually large,5,27.4lb
16777,1,5,10,gray,yes,normal,0,5.2lb
16778,4,1,9,grayish-green,no,unusually small,1,22.7lb
16779,3,1,10,green,no,normal,1,18.8lb
16780,2,4,7,green,no,normal,0,15.3lb
16781,9,1,11,grayish-green,no,normal,0,20.5lb
16782,0,2,6,green,no,normal,0,20.4lb
16783,1,3,12,green,no,unusually large,1,18.6lb
16784,2,1,8,gray,yes,normal,0,4.8lb
16785,3,3,9,grayish-green,no,normal,1,23.1lb
16786,1,2,12,green,no,unusually small,2,23.8lb
16787,3,4,11,green,no,unusually small,0,18.6lb
16788,2,0,10,green,no,normal,3,19.4lb
16789,2,3,10,green,no,normal,0,17.8lb
16790,1,3,10,green,no,normal,2,18.3lb
16791,0,1,6,green,no,normal,0,20.4lb
16792,6,2,9,grayish-green,no,normal,1,20.7lb
16793,2,1,11,green,no,normal,3,21.1lb
16794,2,2,9,green,no,unusually small,1,16.1lb
16795,2,4,10,green,no,normal,2,18.7lb
16796,4,3,8,grayish-green,no,normal,0,18.5lb
16797,1,2,9,gray,yes,normal,0,5.2lb
16798,1,3,8,green,no,unusually large,0,16.5lb
16799,1,2,10,green,no,unusually small,0,16.8lb
16800,9,3,12,grayish-green,no,normal,0,20.3lb
16801,0,1,6,green,no,normal,0,20.4lb
16802,2,5,10,green,no,normal,2,19.4lb
16803,0,4,6,green,no,normal,0,20.4lb
16804,2,3,8,green,no,normal,0,15.8lb
16805,2,4,9,green,no,normal,5,22.2lb
16806,1,1,9,gray,yes,normal,1,4.5lb
16807,4,3,11,grayish-green,no,normal,0,18.7lb
16808,0,1,6,green,no,normal,0,20.4lb
16809,0,1,10,green,no,unusually small,4,23.3lb
16810,3,5,10,green,no,normal,2,20.8lb
16811,0,4,6,green,no,normal,0,20.4lb
16812,0,4,6,green,no,normal,0,20.4lb
16813,2,4,9,grayish-green,no,unusually large,7,29.9lb
16814,7,5,9,grayish-green,no,normal,2,21.5lb
16815,0,0,9,green,no,normal,3,19.5lb
16816,2,2,9,gray,yes,normal,0,4.7lb
16817,0,2,6,green,no,normal,0,20.4lb
16818,2,2,10,green,no,normal,1,17.8lb
16819,0,3,6,green,no,normal,0,20.4lb
16820,0,3,6,green,no,normal,0,20.4lb
16821,5,3,9,grayish-green,no,unusually large,2,19.8lb
16822,0,1,6,green,no,normal,0,20.4lb
16823,4,2,10,grayish-green,no,normal,3,19.6lb
16824,5,6,10,green,no,normal,2,22.7lb
16825,0,3,10,gray,yes,normal,1,4.8lb
16826,5,4,10,grayish-green,no,normal,0,22.3lb
16827,4,3,10,green,no,normal,1,17.6lb
16828,1,3,10,green,no,normal,3,17.5lb
16829,2,5,8,green,no,normal,0,15.4lb
16830,0,1,10,green,no,normal,0,16.3lb
16831,0,4,6,green,no,normal,0,20.4lb
16832,3,5,11,grayish-green,no,normal,4,21.1lb
16833,4,3,11,green,no,normal,0,22.1lb
16834,2,4,10,green,no,unusually small,0,17.1lb
16835,6,2,9,grayish-green,no,normal,1,24.7lb
16836,4,2,9,grayish-green,no,normal,1,23.4lb
16837,3,2,10,grayish-green,no,normal,0,18.1lb
16838,0,6,6,green,no,normal,0,20.4lb
16839,2,2,10,green,no,normal,6,22.2lb
16840,0,1,6,green,no,normal,0,20.4lb
16841,8,1,12,green,no,unusually small,2,20.3lb
16842,4,1,13,greenish-gray,no,normal,3,29.3lb
16843,6,3,12,grayish-green,no,unusually large,2,28.9lb
16844,0,4,6,green,no,normal,0,20.4lb
16845,0,3,6,green,no,normal,0,20.4lb
16846,0,3,6,green,no,normal,0,20.4lb
16847,0,2,10,green,no,normal,2,20.9lb
16848,2,5,11,green,no,normal,3,26.6lb
16849,3,1,10,green,no,unusually small,2,18.7lb
16850,7,0,8,gray,yes,normal,0,3.9lb
16851,4,5,11,grayish-green,no,unusually large,0,20.4lb
16852,3,1,10,green,no,normal,0,16.7lb
16853,5,7,10,grayish-green,no,unusually small,3,21.3lb
16854,2,5,11,gray,yes,normal,0,5.5lb
16855,0,1,9,green,no,normal,3,21.8lb
16856,6,2,10,green,no,unusually large,2,20.1lb
16857,0,3,6,green,no,normal,0,20.4lb
16858,0,6,6,green,no,normal,0,20.4lb
16859,3,9,9,green,no,normal,0,16.7lb
16860,3,1,11,grayish-green,no,normal,0,20.2lb
16861,1,1,8,green,no,normal,3,20.1lb
16862,4,7,11,grayish-green,no,normal,7,25.4lb
16863,1,1,10,green,no,normal,2,20.0lb
16864,3,3,8,grayish-green,no,normal,2,25.3lb
16865,5,3,10,green,no,normal,1,22.8lb
16866,9,7,10,gray,yes,normal,2,4.4lb
16867,0,6,6,green,no,normal,0,20.4lb
16868,6,4,10,grayish-green,no,normal,0,24.8lb
16869,1,2,10,gray,yes,unusually large,0,5.3lb
16870,3,3,9,green,no,normal,2,19.3lb
16871,2,2,9,grayish-green,no,normal,0,21.0lb
16872,0,4,6,green,no,normal,0,20.4lb
16873,4,0,9,grayish-green,no,normal,0,20.5lb
16874,0,2,6,green,no,normal,0,20.4lb
16875,0,5,6,green,no,normal,0,20.4lb
16876,1,2,10,green,no,normal,3,18.6lb
16877,0,1,6,green,no,normal,0,20.4lb
16878,0,2,11,green,no,normal,4,19.7lb
16879,0,1,6,green,no,normal,0,20.4lb
16880,1,2,10,gray,yes,unusually large,1,5.1lb
16881,0,1,6,green,no,normal,0,20.4lb
16882,2,5,14,grayish-green,no,normal,0,21.8lb
16883,2,2,9,green,no,normal,0,17.0lb
16884,3,3,10,green,no,normal,0,17.4lb
16885,0,3,6,green,no,normal,0,20.4lb
16886,2,2,9,green,no,normal,0,15.1lb
16887,4,5,11,gray,yes,unusually large,3,5.0lb
16888,5,2,13,grayish-green,no,normal,4,22.6lb
16889,0,5,12,green,no,normal,3,25.2lb
16890,2,1,12,green,no,normal,4,18.8lb
16891,2,4,8,green,no,normal,0,15.5lb
16892,0,5,6,green,no,normal,0,20.4lb
16893,1,1,8,green,no,normal,2,17.4lb
16894,6,3,12,grayish-green,no,normal,0,20.6lb
16895,5,1,11,grayish-green,no,normal,4,28.5lb
16896,0,1,6,green,no,normal,0,20.4lb
16897,0,1,6,green,no,normal,0,20.4lb
16898,3,4,12,green,no,normal,0,19.2lb
16899,1,2,9,green,no,normal,1,17.0lb
16900,1,1,8,green,no,normal,2,18.6lb
16901,2,3,10,gray,yes,normal,6,5.1lb
16902,3,4,10,green,no,unusually large,1,20.0lb
16903,0,6,10,green,no,normal,2,18.7lb
16904,0,1,6,green,no,normal,0,20.4lb
16905,5,5,12,green,no,normal,0,18.3lb
16906,1,2,9,green,no,normal,4,19.6lb
16907,1,0,10,grayish-green,no,normal,1,18.8lb
16908,0,1,6,green,no,normal,0,20.4lb
16909,13,4,12,greenish-gray,no,normal,0,26.5lb
16910,4,6,11,grayish-green,no,normal,2,21.9lb
16911,7,0,10,green,no,normal,3,20.4lb
16912,2,4,11,green,no,unusually large,2,22.1lb
16913,4,4,10,green,no,normal,1,18.4lb
16914,3,1,10,grayish-green,no,normal,2,23.2lb
16915,3,0,9,green,no,normal,1,18.4lb
16916,2,1,12,green,no,normal,5,20.3lb
16917,2,4,10,green,no,normal,5,21.5lb
16918,5,5,11,green,no,normal,4,23.0lb
16919,4,3,12,gray,yes,normal,0,5.5lb
16920,0,2,8,green,no,normal,0,16.1lb
16921,0,2,6,green,no,normal,0,20.4lb
16922,3,2,8,gray,yes,normal,1,3.5lb
16923,2,2,12,green,no,normal,0,18.1lb
16924,2,0,10,green,no,unusually large,0,17.2lb
16925,2,1,11,grayish-green,no,normal,1,21.4lb
16926,3,1,9,green,no,normal,2,20.2lb
16927,0,3,6,green,no,normal,0,20.4lb
16928,4,0,9,green,no,normal,0,16.8lb
16929,0,4,6,green,no,normal,0,20.4lb
16930,2,2,11,green,no,normal,1,19.4lb
16931,2,1,11,green,no,unusually large,0,16.5lb
16932,1,3,10,grayish-green,no,normal,1,18.3lb
16933,0,3,6,green,no,normal,0,20.4lb
16934,2,5,9,green,no,normal,0,18.8lb
16935,4,1,13,grayish-green,no,normal,2,27.4lb
16936,0,5,6,green,no,normal,0,20.4lb
16937,4,1,10,gray,yes,normal,0,4.5lb
16938,0,3,9,green,no,normal,3,20.7lb
16939,0,1,6,green,no,normal,0,20.4lb
16940,1,2,8,green,no,normal,0,18.4lb
16941,3,6,10,green,no,normal,2,18.1lb
16942,0,2,11,green,no,normal,0,19.9lb
16943,0,1,6,green,no,normal,0,20.4lb
16944,4,1,9,grayish-green,no,normal,2,21.8lb
16945,5,1,10,grayish-green,no,unusually small,0,19.3lb
16946,1,2,10,green,no,normal,0,18.6lb
16947,2,1,12,green,no,unusually large,0,20.3lb
16948,6,3,12,gray,yes,normal,0,6.1lb
16949,5,1,9,grayish-green,no,normal,5,25.1lb
16950,2,6,11,green,no,normal,0,19.7lb
16951,2,2,13,green,no,normal,5,31.0lb
16952,5,1,9,gray,yes,unusually large,2,4.5lb
16953,0,2,6,green,no,normal,0,20.4lb
16954,0,3,6,green,no,normal,0,20.4lb
16955,1,5,8,green,no,normal,1,19.6lb
16956,16,11,16,greenish-gray,no,normal,2,40.1lb
16957,6,1,9,green,no,unusually small,0,18.0lb
16958,6,2,10,green,no,normal,0,18.5lb
16959,2,0,10,grayish-green,no,unusually large,4,25.6lb
16960,1,3,9,green,no,normal,4,22.1lb
16961,0,1,6,green,no,normal,0,20.4lb
16962,2,5,11,green,no,normal,0,16.1lb
16963,0,3,6,green,no,normal,0,20.4lb
16964,2,3,9,green,no,unusually large,0,17.5lb
16965,3,1,10,green,no,normal,1,19.4lb
16966,0,4,6,green,no,normal,0,20.4lb
16967,6,4,10,gray,yes,normal,0,4.8lb
16968,1,7,9,green,no,normal,0,17.6lb
16969,0,6,6,green,no,normal,0,20.4lb
16970,9,2,10,grayish-green,no,normal,4,27.3lb
16971,7,3,10,gray,yes,normal,1,4.6lb
16972,2,2,10,green,no,normal,0,20.5lb
16973,3,0,12,grayish-green,no,normal,2,22.1lb
16974,4,0,15,green,no,unusually large,1,18.3lb
16975,0,4,6,green,no,normal,0,20.4lb
16976,4,0,8,green,no,normal,0,17.0lb
16977,3,1,7,green,no,normal,0,16.0lb
16978,1,3,14,green,no,normal,1,20.7lb
16979,1,2,10,gray,yes,unusually large,0,5.8lb
16980,2,6,11,grayish-green,no,normal,0,17.6lb
16981,3,7,12,gray,yes,unusually large,1,6.3lb
16982,1,1,8,green,no,unusually small,0,16.1lb
16983,0,6,6,green,no,normal,0,20.4lb
16984,4,1,12,grayish-green,no,normal,0,20.8lb
16985,4,0,11,green,no,normal,0,20.4lb
16986,5,1,11,grayish-green,no,unusually small,0,19.5lb
16987,4,1,9,gray,yes,unusually small,0,4.9lb
16988,3,3,11,gray,yes,unusually large,3,5.7lb
16989,4,2,10,green,no,unusually small,1,19.5lb
16990,6,3,10,grayish-green,no,normal,0,24.3lb
16991,4,3,9,grayish-green,no,normal,0,20.7lb
16992,0,5,6,green,no,normal,0,20.4lb
16993,0,6,6,green,no,normal,0,20.4lb
16994,5,1,9,green,no,normal,0,18.5lb
16995,1,2,9,green,no,normal,0,20.1lb
16996,3,1,13,green,no,normal,6,24.6lb
16997,2,2,13,grayish-green,no,normal,2,25.3lb
16998,3,2,9,grayish-green,no,normal,0,17.8lb
16999,2,1,9,gray,yes,normal,1,4.3lb
17000,5,2,12,green,no,normal,0,16.7lb
17001,5,2,14,grayish-green,no,normal,3,28.1lb
17002,2,2,11,grayish-green,no,normal,3,18.6lb
17003,1,2,9,gray,yes,normal,2,4.9lb
17004,2,1,12,green,no,normal,3,22.1lb
17005,0,2,6,green,no,normal,0,20.4lb
17006,4,1,11,gray,yes,unusually large,4,5.7lb
17007,0,2,6,green,no,normal,0,20.4lb
17008,0,4,6,green,no,normal,0,20.4lb
17009,0,2,6,green,no,normal,0,20.4lb
17010,6,1,10,green,no,normal,5,26.8lb
17011,2,6,13,grayish-green,no,normal,0,20.3lb
17012,3,2,12,green,no,normal,4,27.6lb
17013,6,1,10,gray,yes,normal,0,5.0lb
17014,1,2,8,green,no,normal,2,18.0lb
17015,2,2,9,green,no,normal,0,16.7lb
17016,4,2,8,green,no,normal,1,15.5lb
17017,1,3,10,green,no,unusually small,0,20.5lb
17018,2,2,12,gray,yes,normal,4,6.1lb
17019,2,4,9,gray,yes,normal,0,4.6lb
17020,3,5,10,green,no,normal,1,18.5lb
17021,9,5,11,grayish-green,no,normal,1,25.1lb
17022,1,3,8,green,no,normal,0,16.3lb
17023,1,4,9,green,no,normal,0,15.6lb
17024,0,4,6,green,no,normal,0,20.4lb
17025,0,1,6,green,no,normal,0,20.4lb
17026,4,5,12,green,no,normal,0,20.6lb
17027,4,3,11,green,no,normal,1,21.5lb
17028,2,1,8,gray,yes,normal,5,4.4lb
17029,5,1,14,green,no,unusually large,1,23.2lb
17030,1,3,10,grayish-green,no,normal,3,22.4lb
17031,0,6,6,green,no,normal,0,20.4lb
17032,0,2,6,green,no,normal,0,20.4lb
17033,6,1,10,grayish-green,no,normal,5,22.6lb
17034,4,2,11,green,no,normal,4,16.9lb
17035,2,5,11,green,no,unusually large,0,17.5lb
17036,1,3,9,green,no,unusually small,5,25.9lb
17037,1,1,10,green,no,normal,0,20.0lb
17038,3,4,9,grayish-green,no,normal,4,25.3lb
17039,1,3,11,green,no,normal,0,20.4lb
17040,1,4,12,grayish-green,no,unusually large,2,25.7lb
17041,2,1,9,grayish-green,no,normal,0,16.5lb
17042,3,2,10,gray,yes,normal,3,5.1lb
17043,2,2,12,green,no,unusually large,3,20.4lb
17044,4,2,11,green,no,normal,4,22.8lb
17045,3,0,8,gray,yes,normal,3,4.1lb
17046,2,6,12,grayish-green,no,unusually small,2,26.1lb
17047,0,3,6,green,no,normal,0,20.4lb
17048,3,2,11,green,no,normal,6,23.0lb
17049,3,1,11,green,no,normal,3,18.0lb
17050,2,4,10,green,no,unusually small,1,20.2lb
17051,4,3,10,green,no,normal,0,17.7lb
17052,4,2,9,green,no,normal,1,18.1lb
17053,1,2,8,green,no,normal,1,16.8lb
17054,1,2,7,gray,yes,normal,3,4.0lb
17055,3,0,9,green,no,normal,1,17.3lb
17056,2,3,11,gray,yes,normal,0,5.2lb
17057,2,1,8,green,no,unusually small,4,18.5lb
17058,2,4,10,grayish-green,no,unusually large,2,18.7lb
17059,3,2,9,green,no,normal,0,14.1lb
17060,5,4,11,green,no,normal,2,22.4lb
17061,2,2,10,green,no,normal,1,22.1lb
17062,3,3,10,green,no,normal,8,27.8lb
17063,2,3,11,green,no,normal,6,24.0lb
17064,1,4,9,green,no,normal,2,17.9lb
17065,0,3,10,green,no,normal,1,20.6lb
17066,2,1,10,grayish-green,no,unusually small,3,23.4lb
17067,7,4,13,grayish-green,no,normal,1,25.8lb
17068,4,3,11,grayish-green,no,normal,1,21.2lb
17069,5,2,10,grayish-green,no,normal,1,22.3lb
17070,6,6,10,grayish-green,no,normal,4,24.3lb
17071,4,2,10,green,no,unusually large,1,19.3lb
17072,5,2,10,green,no,normal,4,21.7lb
17073,13,3,10,grayish-green,no,normal,0,25.4lb
17074,1,1,8,green,no,normal,1,17.1lb
17075,4,3,10,gray,yes,normal,4,4.9lb
17076,0,2,10,green,no,normal,0,15.7lb
17077,2,2,9,gray,yes,normal,1,5.2lb
17078,0,0,8,green,no,normal,6,28.0lb
17079,4,2,12,grayish-green,no,normal,0,24.9lb
17080,5,2,9,grayish-green,no,normal,6,27.6lb
17081,0,3,6,green,no,normal,0,20.4lb
17082,1,8,10,green,no,unusually small,2,21.3lb
17083,3,2,10,green,no,normal,1,19.3lb
17084,0,6,6,green,no,normal,0,20.4lb
17085,1,2,8,green,no,normal,0,17.0lb
17086,3,1,9,grayish-green,no,normal,0,19.7lb
17087,11,2,13,gray,yes,normal,2,6.4lb
17088,2,1,10,green,no,normal,0,17.0lb
17089,2,2,11,green,no,normal,3,20.1lb
17090,4,2,9,green,no,normal,0,15.8lb
17091,1,0,9,green,no,normal,0,16.6lb
17092,11,5,13,greenish-gray,no,normal,4,38.3lb
17093,2,2,9,green,no,normal,4,21.3lb
17094,9,7,12,greenish-gray,no,unusually large,4,34.6lb
17095,0,3,6,green,no,normal,0,20.4lb
17096,1,2,9,gray,yes,unusually large,0,5.2lb
17097,1,2,8,green,no,normal,0,17.0lb
17098,6,1,8,green,no,normal,2,19.8lb
17099,3,1,10,green,no,normal,0,15.7lb
17100,5,7,11,gray,yes,normal,0,5.7lb
17101,5,3,8,green,no,normal,2,15.6lb
17102,1,1,10,green,no,normal,1,20.0lb
17103,3,6,10,green,no,normal,4,21.5lb
17104,1,1,10,gray,yes,normal,0,4.9lb
17105,5,5,11,grayish-green,no,normal,2,24.3lb
17106,0,2,6,green,no,normal,0,20.4lb
17107,0,0,8,green,no,normal,4,15.9lb
17108,0,1,8,green,no,normal,1,16.6lb
17109,0,3,11,green,no,normal,1,18.3lb
17110,3,0,11,green,no,normal,5,17.2lb
17111,3,4,10,grayish-green,no,normal,0,20.1lb
17112,4,3,10,green,no,normal,0,17.7lb
17113,3,4,11,green,no,unusually small,0,18.1lb
17114,7,4,11,gray,yes,normal,0,5.3lb
17115,0,0,10,green,no,normal,2,20.7lb
17116,1,6,9,green,no,normal,0,16.1lb
17117,0,3,6,green,no,normal,0,20.4lb
17118,1,0,11,green,no,normal,0,19.3lb
17119,1,1,10,green,no,unusually large,0,17.8lb
17120,3,5,11,grayish-green,no,normal,4,24.7lb
17121,5,3,11,grayish-green,no,unusually large,0,26.5lb
17122,2,6,10,green,no,normal,4,25.2lb
17123,2,5,9,green,no,normal,0,16.2lb
17124,1,3,8,green,no,normal,1,17.9lb
17125,3,3,8,green,no,normal,3,19.0lb
17126,0,5,6,green,no,normal,0,20.4lb
17127,2,2,13,grayish-green,no,normal,3,27.8lb
17128,2,4,10,green,no,normal,2,18.9lb
17129,5,5,12,green,no,unusually small,1,19.8lb
17130,7,2,10,grayish-green,no,unusually small,2,27.2lb
17131,2,1,9,green,no,normal,1,18.0lb
17132,3,1,12,green,no,normal,2,22.9lb
17133,5,4,13,grayish-green,no,normal,0,22.0lb
17134,3,1,11,green,no,normal,0,18.5lb
17135,3,2,8,green,no,normal,1,17.4lb
17136,1,2,11,green,no,normal,0,17.0lb
17137,2,4,10,green,no,normal,0,17.2lb
17138,0,5,6,green,no,normal,0,20.4lb
17139,1,3,9,green,no,normal,7,24.7lb
17140,2,1,10,gray,yes,normal,0,4.4lb
17141,1,2,10,green,no,normal,1,17.5lb
17142,4,3,12,grayish-green,no,normal,0,27.4lb
17143,1,6,8,green,no,normal,2,20.9lb
17144,2,0,9,green,no,normal,0,17.1lb
17145,6,1,7,grayish-green,no,normal,0,21.5lb
17146,13,4,9,greenish-gray,no,normal,3,34.4lb
17147,5,0,11,grayish-green,no,normal,1,22.6lb
17148,3,4,11,grayish-green,no,normal,0,24.9lb
17149,4,4,8,grayish-green,no,normal,1,18.8lb
17150,2,2,7,green,no,normal,1,18.0lb
17151,2,5,10,grayish-green,no,normal,0,18.1lb
17152,2,2,11,green,no,normal,1,18.1lb
17153,4,5,11,green,no,normal,0,17.8lb
17154,2,3,10,green,no,normal,0,16.8lb
17155,2,2,10,green,no,unusually large,0,16.7lb
17156,3,6,8,green,no,normal,0,18.2lb
17157,0,2,12,green,no,normal,2,18.4lb
17158,2,2,8,green,no,normal,0,15.1lb
17159,0,2,6,green,no,normal,0,20.4lb
17160,0,6,6,green,no,normal,0,20.4lb
17161,3,4,13,grayish-green,no,normal,2,22.5lb
17162,1,1,12,green,no,normal,2,20.2lb
17163,0,1,6,green,no,normal,0,20.4lb
17164,5,2,9,grayish-green,no,normal,3,25.8lb
17165,0,6,6,green,no,normal,0,20.4lb
17166,5,1,11,grayish-green,no,unusually large,0,18.8lb
17167,6,2,9,grayish-green,no,normal,0,19.7lb
17168,4,3,10,green,no,normal,3,19.2lb
17169,0,2,6,green,no,normal,0,20.4lb
17170,4,3,11,green,no,unusually large,4,22.4lb
17171,3,3,10,green,no,normal,3,22.7lb
17172,7,5,13,grayish-green,no,normal,3,21.4lb
17173,3,1,10,gray,yes,normal,0,5.4lb
17174,7,5,9,grayish-green,no,normal,0,19.1lb
17175,9,2,10,green,no,normal,0,20.7lb
17176,4,4,12,grayish-green,no,normal,0,21.1lb
17177,3,2,8,gray,yes,normal,1,4.7lb
17178,1,3,10,green,no,normal,4,22.2lb
17179,3,3,8,green,no,normal,2,19.2lb
17180,5,2,9,grayish-green,no,normal,6,29.1lb
17181,3,3,12,grayish-green,no,normal,1,19.7lb
17182,0,5,6,green,no,normal,0,20.4lb
17183,4,6,9,greenish-gray,no,normal,2,24.5lb
17184,1,3,10,green,no,normal,0,17.9lb
17185,2,2,8,green,no,normal,0,16.2lb
17186,0,3,6,green,no,normal,0,20.4lb
17187,2,4,10,green,no,normal,0,18.7lb
17188,11,8,13,greenish-gray,no,normal,2,31.2lb
17189,3,0,10,green,no,normal,0,18.6lb
17190,10,7,14,gray,yes,normal,0,6.6lb
17191,1,1,11,green,no,normal,2,17.3lb
17192,2,4,9,grayish-green,no,normal,0,18.0lb
17193,0,2,6,green,no,normal,0,20.4lb
17194,2,2,11,green,no,normal,0,15.3lb
17195,2,3,10,green,no,normal,0,16.9lb
17196,2,3,9,green,no,unusually small,1,18.1lb
17197,0,6,6,green,no,normal,0,20.4lb
17198,5,3,11,green,no,normal,0,17.0lb
17199,5,1,10,green,no,normal,0,17.0lb
17200,0,3,6,green,no,normal,0,20.4lb
17201,5,5,11,grayish-green,no,normal,2,25.5lb
17202,4,2,10,gray,yes,normal,0,4.7lb
17203,2,3,11,grayish-green,no,unusually large,0,18.6lb
17204,1,4,9,green,no,normal,2,17.2lb
17205,3,2,12,green,no,normal,5,27.0lb
17206,1,2,10,grayish-green,no,normal,0,18.2lb
17207,3,3,12,green,no,normal,2,20.7lb
17208,3,3,11,green,no,unusually large,2,21.6lb
17209,0,2,6,green,no,normal,0,20.4lb
17210,3,2,10,green,no,normal,0,17.2lb
17211,2,1,10,green,no,unusually small,5,18.4lb
17212,0,6,6,green,no,normal,0,20.4lb
17213,5,2,9,green,no,normal,0,19.9lb
17214,2,1,8,green,no,unusually small,1,16.3lb
17215,2,4,11,gray,yes,normal,1,5.0lb
17216,2,3,8,green,no,normal,0,18.0lb
17217,0,1,6,green,no,normal,0,20.4lb
17218,4,2,9,green,no,normal,2,18.3lb
17219,3,4,8,grayish-green,no,normal,6,25.1lb
17220,5,1,9,grayish-green,no,normal,2,20.8lb
17221,0,6,6,green,no,normal,0,20.4lb
17222,0,6,6,green,no,normal,0,20.4lb
17223,4,4,11,green,no,normal,1,20.6lb
17224,6,2,9,green,no,normal,0,18.3lb
17225,2,0,9,green,no,normal,0,15.3lb
17226,4,3,10,green,no,unusually small,3,19.4lb
17227,0,1,6,green,no,normal,0,20.4lb
17228,2,1,10,grayish-green,no,normal,0,19.5lb
17229,3,3,10,green,no,normal,2,18.2lb
17230,2,0,9,grayish-green,no,unusually large,1,17.9lb
17231,2,2,10,gray,yes,normal,2,5.3lb
17232,5,4,11,grayish-green,no,unusually large,0,21.8lb
17233,1,1,11,gray,yes,normal,0,5.2lb
17234,1,1,9,green,no,unusually large,0,17.4lb
17235,6,5,11,grayish-green,no,normal,1,25.3lb
17236,0,2,9,green,no,normal,1,19.0lb
17237,1,2,10,green,no,normal,3,18.5lb
17238,4,2,9,green,no,normal,0,20.2lb
17239,0,6,6,green,no,normal,0,20.4lb
17240,7,4,14,greenish-gray,no,normal,2,29.1lb
17241,3,0,8,green,no,unusually small,0,16.7lb
17242,7,2,8,grayish-green,no,unusually large,0,18.8lb
17243,0,5,6,green,no,normal,0,20.4lb
17244,7,3,11,green,no,normal,0,19.7lb
17245,1,2,9,green,no,normal,7,21.3lb
17246,0,2,8,green,no,normal,1,18.3lb
17247,1,3,8,green,no,normal,0,16.7lb
17248,2,2,12,green,no,unusually small,5,27.3lb
17249,3,1,10,green,no,normal,3,17.6lb
17250,0,6,6,green,no,normal,0,20.4lb
17251,0,6,6,green,no,normal,0,20.4lb
17252,0,1,9,green,no,normal,0,16.2lb
17253,5,1,11,gray,yes,normal,5,5.0lb
17254,2,2,11,green,no,normal,5,27.5lb
17255,1,0,11,gray,yes,normal,1,5.3lb
17256,3,2,7,green,no,normal,0,15.9lb
17257,4,4,11,gray,yes,normal,0,5.1lb
17258,3,2,11,green,no,normal,1,20.0lb
17259,0,5,6,green,no,normal,0,20.4lb
17260,0,5,9,gray,yes,normal,0,4.2lb
17261,4,2,12,green,no,normal,0,18.4lb
17262,2,1,11,green,no,normal,2,18.7lb
17263,3,1,9,green,no,normal,0,16.1lb
17264,4,2,9,green,no,normal,5,18.8lb
17265,2,5,9,green,no,normal,0,16.6lb
17266,1,4,9,green,no,normal,0,18.0lb
17267,2,3,10,green,no,unusually large,0,21.6lb
17268,2,4,8,green,no,normal,2,20.3lb
17269,0,3,6,green,no,normal,0,20.4lb
17270,0,3,12,green,no,normal,0,17.6lb
17271,2,1,9,green,no,normal,1,19.0lb
17272,6,4,10,grayish-green,no,normal,0,22.1lb
17273,2,2,11,green,no,normal,5,22.6lb
17274,5,6,10,green,no,normal,2,24.0lb
17275,0,2,6,green,no,normal,0,20.4lb
17276,2,4,9,grayish-green,no,normal,1,16.4lb
17277,3,4,10,grayish-green,no,unusually large,3,18.5lb
17278,0,5,6,green,no,normal,0,20.4lb
17279,0,5,6,green,no,normal,0,20.4lb
17280,2,2,13,grayish-green,no,normal,0,21.4lb
17281,5,2,11,green,no,unusually small,0,19.5lb
17282,1,3,9,green,no,normal,0,17.1lb
17283,3,2,11,grayish-green,no,normal,5,22.2lb
17284,3,2,9,grayish-green,no,normal,3,23.2lb
17285,7,4,10,grayish-green,no,normal,1,24.5lb
17286,2,3,10,green,no,normal,3,18.3lb
17287,0,4,9,green,no,normal,1,17.2lb
17288,8,1,11,greenish-gray,no,normal,0,28.4lb
17289,2,4,10,gray,yes,normal,0,5.3lb
17290,4,2,13,grayish-green,no,normal,1,22.3lb
17291,0,1,10,gray,yes,normal,1,5.0lb
17292,6,2,11,green,no,normal,1,20.8lb
17293,4,2,8,green,no,normal,4,17.2lb
17294,8,1,12,greenish-gray,no,normal,0,27.4lb
17295,4,0,11,green,no,normal,0,17.0lb
17296,4,2,11,green,no,normal,0,20.3lb
17297,5,6,10,grayish-green,no,normal,3,24.2lb
17298,2,6,9,grayish-green,no,unusually large,2,21.0lb
17299,0,4,6,green,no,normal,0,20.4lb
17300,2,5,11,grayish-green,no,normal,1,21.9lb
17301,1,3,10,green,no,normal,7,28.4lb
17302,8,3,11,greenish-gray,no,unusually large,0,26.5lb
17303,0,3,10,grayish-green,no,normal,2,21.5lb
17304,1,2,9,green,no,normal,2,20.9lb
17305,0,5,6,green,no,normal,0,20.4lb
17306,5,8,11,grayish-green,no,normal,0,19.0lb
17307,2,2,9,grayish-green,no,normal,5,26.4lb
17308,7,3,11,grayish-green,no,normal,0,23.7lb
17309,2,0,12,green,no,normal,0,19.5lb
17310,0,3,6,green,no,normal,0,20.4lb
17311,2,1,10,green,no,normal,4,19.6lb
17312,1,0,11,green,no,normal,0,18.4lb
17313,3,3,9,green,no,normal,0,18.1lb
17314,5,2,8,green,no,unusually small,0,17.6lb
